GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Reference,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3,Label
0,0,0,0,0,0,0,1,3,3,4,5,2,7,1,0.45454545454545453,1,2,11,0.05,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1,0.0,2,1,2,2,0.0,0.4,0.27941176470588236,31,0
1,0,0,0,0,1,0,1,5,6,5,5,5,6,1,0.2727272727272727,2,2,7,0.1,0.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1,0.1333333333333333,0,2,2,1,0.09523809523809523,0.7000000000000001,0.47058823529411764,82,2
1,2,2,3,1,0,2,3,1,1,1,1,1,2,1,0.09090909090909091,1,1,43,0.02,0.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,0.0,3.0,1.0,1,0.0222222222222222,1,1,2,4,0.5238095238095237,0.0,0.6470588235294118,93,0
1,0,2,3,1,1,3,3,2,2,1,2,1,6,1,0.2727272727272727,1,2,7,0.1,0.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,1,0.19999999999999996,0,2,2,2,0.5238095238095237,0.1,0.4852941176470588,51,3
0,1,0,1,0,2,0,1,4,5,5,3,3,6,1,0.3181818181818182,1,1,43,0.01,2.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1,0.0,1,0,2,2,0.19047619047619047,0.5,0.5735294117647058,33,0
0,0,0,0,0,0,0,1,4,5,5,3,3,6,1,0.18181818181818182,1,2,11,0.12,1.0,1.0,0.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1,0.0,0,3,2,3,0.0,0.5,0.5588235294117647,35,4
0,0,1,1,0,1,0,1,6,6,6,4,2,6,1,0.09090909090909091,1,1,43,0.02,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.06666666666666665,1,1,2,2,0.14285714285714285,0.6333333333333334,0.20588235294117646,102,1
3,2,3,3,2,1,1,3,5,6,4,3,2,7,1,0.18181818181818182,1,1,48,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1,0.0888888888888889,0,1,2,2,0.7142857142857142,0.5,0.47058823529411764,102,2
1,1,1,2,2,1,1,1,4,6,5,2,7,7,1,0.07272727272727272,1,2,36,0.1,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.04444444444444445,1,1,2,0,0.42857142857142855,0.6333333333333334,0.20588235294117646,23,2
1,0,0,1,0,0,0,1,5,6,6,7,3,4,1,0.07272727272727272,2,2,49,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0888888888888889,0,0,2,3,0.09523809523809523,0.7333333333333334,0.10294117647058823,102,1
0,0,0,0,0,0,0,1,6,6,6,7,6,6,1,0.18181818181818182,1,2,11,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,1,1,2,2,0.0,0.8666666666666666,0.20588235294117646,4,1
0,0,0,0,0,0,0,2,5,5,6,6,6,6,1,0.13636363636363635,1,4,43,0.08,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1,0.24444444444444446,1,2,2,2,0.0,0.7666666666666667,0.3235294117647059,15,1
2,1,2,0,0,1,1,2,5,5,6,5,6,6,1,0.10909090909090909,1,1,2,0.03,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,0.0,2,1,2,2,0.3333333333333333,0.7333333333333334,0.3676470588235294,102,2
1,1,1,0,2,1,0,2,5,4,2,4,4,6,1,0.40909090909090906,1,2,39,0.06,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,1,0.0222222222222222,2,1,2,3,0.2857142857142857,0.4666666666666667,0.38235294117647056,74,0
0,0,0,0,0,1,0,2,2,6,4,3,2,4,1,0.12727272727272726,2,2,18,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0.19999999999999996,0,0,2,3,0.047619047619047616,0.4,0.08823529411764705,102,4
1,0,1,0,0,1,0,2,2,2,3,2,2,6,1,0.3181818181818182,1,3,48,0.4,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,1,0.0,1,1,2,4,0.14285714285714285,0.19999999999999998,0.5588235294117647,67,3
3,1,2,1,1,0,0,1,2,2,4,4,6,6,1,0.13636363636363635,1,1,7,0.03,0.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,3.0,1.0,1.0,4.0,2.0,1,0.0,2,1,2,3,0.38095238095238093,0.43333333333333335,0.6617647058823529,35,2
1,1,1,0,0,1,1,2,3,1,3,1,3,6,1,0.36363636363636365,1,2,11,0.05,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1,0.0222222222222222,1,1,2,2,0.23809523809523808,0.19999999999999998,0.23529411764705882,51,0
1,1,3,1,3,2,0,2,2,3,3,3,1,6,1,0.07272727272727272,1,2,43,0.02,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1,0.0,1,1,2,2,0.5238095238095237,0.23333333333333336,0.20588235294117646,24,0
0,0,0,0,0,1,0,1,6,7,7,6,5,6,1,0.45454545454545453,2,1,7,0.08,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,1,0.0222222222222222,1,1,2,1,0.047619047619047616,0.8666666666666666,0.25,33,4
1,1,0,0,1,1,0,1,5,5,6,6,7,3,1,0.22727272727272727,1,3,11,0.2,0.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1,0.1777777777777778,0,1,2,1,0.19047619047619047,0.8,0.25,102,1
0,0,1,0,0,0,0,1,6,6,6,7,3,6,1,0.10909090909090909,1,2,43,0.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0.1333333333333333,0,2,2,2,0.047619047619047616,0.7666666666666667,0.10294117647058823,33,1
0,0,0,0,0,1,0,1,6,6,7,5,4,6,1,0.18181818181818182,1,3,39,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,0.0,1,1,2,2,0.047619047619047616,0.7666666666666667,0.10294117647058823,93,1
1,0,0,0,0,1,0,1,6,6,6,5,6,6,1,0.18181818181818182,1,2,11,0.02,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1,0.11111111111111116,0,0,2,2,0.09523809523809523,0.8,0.23529411764705882,102,1
0,0,0,0,0,1,0,2,3,6,2,1,3,6,1,0.18181818181818182,2,1,7,0.05,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1,0.0,1,3,2,1,0.047619047619047616,0.33333333333333337,0.19117647058823528,35,4
1,0,1,1,0,1,2,2,2,5,5,4,3,6,1,0.14545454545454545,1,1,43,0.2,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1,0.0,2,1,2,3,0.2857142857142857,0.4666666666666667,0.3529411764705882,50,2
0,0,1,0,0,1,1,1,4,3,5,5,5,6,1,0.2727272727272727,1,1,39,0.43,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1,0.0,0,3,2,2,0.14285714285714285,0.5666666666666667,0.27941176470588236,102,2
1,0,2,1,0,1,0,1,6,6,6,3,3,6,1,0.2727272727272727,1,2,7,0.05,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1,0.1333333333333333,1,0,2,3,0.23809523809523808,0.6333333333333334,0.16176470588235295,73,4
0,0,1,1,0,2,0,2,4,4,4,4,4,7,1,0.36363636363636365,1,1,11,0.04,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,1,0.0888888888888889,1,1,2,2,0.19047619047619047,0.5,0.4264705882352941,98,0
1,0,0,1,0,1,1,2,5,5,4,3,2,6,1,0.22727272727272727,1,2,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2,1,2,3,0.19047619047619047,0.4666666666666667,0.20588235294117646,0,4
2,2,2,2,3,2,1,3,3,2,4,1,1,6,1,0.36363636363636365,1,4,43,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,1,0.0222222222222222,2,1,2,2,0.6666666666666666,0.19999999999999998,0.27941176470588236,35,3
1,2,2,0,1,1,1,1,2,2,6,5,2,6,1,0.045454545454545456,1,0,2,0.2,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,3.0,1.0,1,0.0222222222222222,1,1,2,2,0.38095238095238093,0.4,0.39705882352941174,102,2
3,3,3,3,3,3,3,0,5,1,1,1,1,6,1,0.45454545454545453,1,4,11,0.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,1,0.0222222222222222,3,3,2,1,1.0,0.13333333333333333,0.9264705882352942,3,3
1,0,1,0,2,0,1,1,6,5,6,1,1,6,1,0.18181818181818182,1,2,11,0.15,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1,0.0,2,1,2,2,0.23809523809523808,0.4666666666666667,0.1764705882352941,75,4
0,0,1,0,1,1,0,1,2,2,2,2,3,6,1,0.12727272727272726,1,2,11,0.3,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,1,0.0222222222222222,1,1,2,3,0.14285714285714285,0.19999999999999998,0.4264705882352941,24,0
1,0,0,1,1,1,1,1,6,7,7,6,5,6,1,0.07272727272727272,1,1,43,0.08,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0.04444444444444445,1,1,2,3,0.23809523809523808,0.8666666666666666,0.20588235294117646,44,1
1,0,0,0,0,0,0,1,6,6,5,6,5,6,1,0.09090909090909091,1,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.06666666666666665,1,1,2,2,0.047619047619047616,0.7666666666666667,0.029411764705882353,23,1
2,1,1,0,0,0,0,2,2,6,5,3,3,6,1,0.2545454545454545,1,1,43,0.1,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1,0.0222222222222222,1,1,2,0,0.19047619047619047,0.4666666666666667,0.3382352941176471,102,4
1,0,1,0,0,0,1,1,4,3,6,6,5,6,1,0.09090909090909091,1,1,43,0.06,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0888888888888889,1,0,2,2,0.14285714285714285,0.6333333333333334,0.07352941176470588,102,1
0,0,0,0,0,1,0,1,4,5,7,6,6,6,1,0.09090909090909091,1,1,11,0.03,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.04444444444444445,2,1,2,2,0.047619047619047616,0.7666666666666667,0.08823529411764705,33,1
0,0,0,0,0,0,0,2,3,3,4,2,6,7,1,0.09090909090909091,1,1,39,0.06,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1,0.1333333333333333,1,0,2,2,0.0,0.43333333333333335,0.20588235294117646,23,4
2,0,1,1,2,1,0,1,5,6,6,6,3,6,1,0.12727272727272726,1,2,11,0.04,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1,0.0,2,3,2,3,0.3333333333333333,0.7000000000000001,0.19117647058823528,102,1
1,0,0,0,1,1,1,2,1,5,2,2,2,6,1,0.18181818181818182,1,2,11,0.2,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.06666666666666665,1,1,2,3,0.19047619047619047,0.23333333333333336,0.23529411764705882,102,0
1,1,2,1,0,1,1,1,4,5,5,3,2,6,1,0.16363636363636364,1,2,11,0.08,0.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0,0.0888888888888889,0,1,2,2,0.3333333333333333,0.4666666666666667,0.4264705882352941,102,2
0,0,0,0,0,1,0,1,6,6,7,5,3,6,1,0.045454545454545456,1,2,49,0.05,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0.1333333333333333,0,2,2,2,0.047619047619047616,0.7333333333333334,0.1764705882352941,102,1
1,0,0,0,1,1,0,1,6,7,7,5,1,6,1,0.22727272727272727,1,2,7,0.15,3.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,1,0.06666666666666665,0,0,2,2,0.14285714285714285,0.7000000000000001,0.47058823529411764,35,2
3,2,3,1,0,3,1,0,1,3,2,2,2,6,1,0.22727272727272727,1,4,39,0.04,0.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,1,0.11111111111111116,1,1,2,3,0.6190476190476191,0.16666666666666666,0.3235294117647059,24,0
1,0,1,0,0,3,0,1,6,7,6,5,5,6,1,0.13636363636363635,1,4,11,0.2,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0,1,0.1777777777777778,0,1,2,2,0.23809523809523808,0.8,0.29411764705882354,23,1
2,1,1,1,1,1,1,2,5,5,3,3,5,6,1,0.18181818181818182,1,4,11,0.1,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0.0888888888888889,3,0,2,1,0.38095238095238093,0.5333333333333333,0.22058823529411764,102,2
1,0,1,0,0,1,0,2,2,6,6,2,3,6,1,0.12727272727272726,1,1,48,0.14,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1,0.0,2,3,2,1,0.14285714285714285,0.4666666666666667,0.3676470588235294,51,4
0,0,0,0,2,2,0,2,3,5,3,3,1,6,1,0.18181818181818182,2,4,35,0.1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1,0.04444444444444445,1,1,2,2,0.19047619047619047,0.33333333333333337,0.23529411764705882,102,4
0,1,1,0,0,2,1,2,4,6,4,5,3,6,1,0.13636363636363635,1,2,35,0.04,3.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,1,0.0,1,1,2,1,0.23809523809523808,0.5666666666666667,0.47058823529411764,104,2
0,0,0,1,2,2,0,2,6,6,6,6,6,6,1,0.7272727272727273,1,4,11,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.0222222222222222,1,0,2,2,0.23809523809523808,0.8333333333333334,0.044117647058823525,3,0
0,0,1,0,0,0,0,1,5,6,5,4,3,6,1,0.09090909090909091,1,1,43,0.04,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.04444444444444445,1,3,2,4,0.047619047619047616,0.6,0.20588235294117646,102,1
3,0,1,2,0,1,3,2,4,5,6,7,5,7,0,0.10909090909090909,1,1,48,0.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1,0.0,1,1,2,1,0.47619047619047616,0.7333333333333334,0.3676470588235294,35,2
2,2,2,1,0,1,0,1,7,7,6,4,6,6,1,0.01818181818181818,1,2,11,0.08,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,0,0.0222222222222222,1,1,2,3,0.38095238095238093,0.8333333333333334,0.8823529411764706,88,2
2,1,0,1,0,1,1,1,3,2,3,1,6,6,1,0.36363636363636365,1,3,39,0.03,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1,0.0,2,1,2,2,0.2857142857142857,0.33333333333333337,0.39705882352941174,7,0
0,0,0,0,0,1,0,1,6,5,2,6,5,6,1,0.14545454545454545,1,1,39,0.01,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,2.0,1,0.0222222222222222,1,0,2,2,0.047619047619047616,0.6333333333333334,0.45588235294117646,5,1
0,0,0,0,0,0,0,1,3,4,5,3,3,6,1,0.2727272727272727,1,1,35,0.1,0.0,1.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,4.0,5.0,1,0.0,2,3,2,2,0.0,0.43333333333333335,0.3676470588235294,22,4
1,0,0,1,1,1,0,1,5,6,7,6,4,9,1,0.10909090909090909,1,2,11,0.1,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1,0.2222222222222222,1,2,2,4,0.19047619047619047,0.7666666666666667,0.3235294117647059,15,1
2,1,1,1,0,2,1,2,1,3,2,2,1,6,1,0.22727272727272727,1,1,48,0.2,0.0,2.0,4.0,4.0,1.0,3.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,1,0.2666666666666667,0,0,2,3,0.38095238095238093,0.13333333333333333,0.6176470588235294,102,3
1,2,2,0,0,1,2,1,3,4,5,2,2,6,1,0.45454545454545453,1,1,39,0.02,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1,0.0222222222222222,0,1,2,2,0.38095238095238093,0.3666666666666667,0.3235294117647059,74,0
3,2,3,2,1,1,2,3,2,2,2,6,2,6,1,0.13636363636363635,1,1,48,0.07,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1,0.06666666666666665,1,1,2,2,0.6666666666666666,0.30000000000000004,0.7794117647058824,82,3
1,2,0,1,0,1,2,1,2,5,2,4,3,6,1,0.18181818181818182,1,1,39,0.05,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1,0.1333333333333333,1,0,2,1,0.3333333333333333,0.3666666666666667,0.5441176470588235,102,0
1,2,1,0,0,3,1,2,3,6,3,2,3,6,1,0.2727272727272727,1,1,36,0.03,1.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1,0.11111111111111116,0,1,2,2,0.38095238095238093,0.4,0.3382352941176471,23,0
0,0,0,0,0,1,0,1,6,6,6,6,6,6,1,0.16363636363636364,1,1,11,0.01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0.0222222222222222,0,1,2,2,0.047619047619047616,0.8333333333333334,0.08823529411764705,73,1
1,0,1,1,1,2,0,2,5,5,6,3,5,6,1,0.18181818181818182,2,2,35,0.08,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1,0.11111111111111116,0,0,2,1,0.2857142857142857,0.6333333333333334,0.25,13,2
1,0,0,0,1,0,0,1,3,6,7,6,5,6,1,0.3181818181818182,2,2,39,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0.0888888888888889,1,0,2,1,0.09523809523809523,0.7333333333333334,0.058823529411764705,23,4
1,0,0,0,0,1,0,2,6,6,6,6,6,7,1,0.09090909090909091,1,3,11,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.2222222222222222,0,2,2,3,0.09523809523809523,0.8333333333333334,0.07352941176470588,102,1
1,1,2,2,0,0,0,2,5,6,6,6,6,6,1,0.13636363636363635,1,1,39,0.02,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0222222222222222,1,1,2,4,0.2857142857142857,0.8,0.1764705882352941,102,1
1,1,0,0,0,1,1,2,7,7,7,7,7,6,1,0.03636363636363636,1,1,43,0.08,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1,0.11111111111111116,0,0,2,3,0.19047619047619047,1.0,0.1764705882352941,102,1
1,3,0,0,0,0,0,2,6,6,4,2,1,6,1,0.14545454545454545,1,1,43,0.16,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1,0.0,2,3,2,2,0.19047619047619047,0.4666666666666667,0.19117647058823528,102,4
1,0,1,0,0,0,0,1,5,5,5,4,2,6,1,0.16363636363636364,1,4,43,0.04,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1,0.0,2,3,2,2,0.09523809523809523,0.5333333333333333,0.20588235294117646,93,4
0,0,1,0,0,3,0,1,5,7,5,3,3,6,1,0.45454545454545453,1,2,35,0.1,1.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,1,0.04444444444444445,3,1,2,1,0.19047619047619047,0.6,0.20588235294117646,51,0
1,0,0,1,0,2,0,2,4,3,2,3,5,6,1,0.2727272727272727,1,1,43,0.3,0.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1,0.06666666666666665,3,1,2,1,0.19047619047619047,0.4,0.5588235294117647,93,2
1,0,0,0,0,1,0,1,6,6,7,6,6,10,1,0.09090909090909091,1,2,11,0.1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.3111111111111111,0,0,2,1,0.09523809523809523,0.8666666666666666,0.08823529411764705,102,1
1,1,1,0,0,3,0,1,3,3,4,2,3,6,1,0.22727272727272727,1,2,39,0.05,2.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,0.04444444444444445,0,1,2,1,0.2857142857142857,0.33333333333333337,0.25,23,0
1,1,1,0,0,0,1,1,6,7,1,3,6,6,1,0.40909090909090906,1,1,11,0.1,0.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1,0.0222222222222222,2,1,2,3,0.19047619047619047,0.6,0.4852941176470588,23,2
0,0,1,1,0,1,0,1,6,6,7,5,4,6,1,0.10909090909090909,1,2,7,0.16,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2,1,2,2,0.14285714285714285,0.7666666666666667,0.10294117647058823,93,1
3,3,3,3,3,3,3,3,1,1,1,1,1,0,1,0.1909090909090909,1,2,11,0.09,0.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,2.0,1,0.06666666666666665,0,0,2,3,1.0,0.0,0.7941176470588235,35,3
1,1,0,0,1,1,0,1,5,6,6,2,4,6,1,0.3818181818181818,1,1,39,0.25,1.0,3.0,1.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1,0.0222222222222222,2,3,2,3,0.19047619047619047,0.6,0.4117647058823529,73,2
0,0,0,1,1,0,0,1,6,6,7,6,3,4,1,0.10909090909090909,1,1,49,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0222222222222222,2,3,2,3,0.09523809523809523,0.7666666666666667,0.11764705882352941,80,1
