GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Birthplace,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3
1,0,1,2,1,2,2,3,5,5,5,2,League of Legends,PC,8.0,I play for fun,improving,Silver,10.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,Male,28,Employed,High School,Canada,Multiplayer,9,20,22.0,CAN
2,2,2,1,1,1,0,6,5,6,6,5,League of Legends,PC,40.0,I play for fun,improving,Silver,16.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,Male,18,Student at school,None,USA,Multiplayer,9,28,35.0,USA
0,0,0,0,0,0,0,5,6,5,2,2,League of Legends,PC,5.0,I play for fun,having fun,Unranked,10.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,High School,USA,Multiplayer,0,20,8.0,USA
0,0,1,0,0,1,0,3,6,5,2,2,League of Legends,PC,40.0,I play for fun,improving,Unranked,30.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,Male,18,Employed,High School,Canada,Multiplayer,2,18,22.0,CAN
1,0,0,2,1,2,3,5,5,4,3,4,League of Legends,PC,20.0,To earn,improving,Unranked,10.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at college / university,High School,USA,Multiplayer,9,21,12.0,USA
1,1,1,0,0,1,1,5,6,6,3,6,League of Legends,PC,17.0,I play for fun,improving,Unranked,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,4.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,Female,22,Unemployed / between jobs,High School,Canada,Multiplayer,5,26,33.0,CAN
1,1,2,1,1,0,0,3,3,2,2,1,League of Legends,PC,20.0,I play for fun,having fun,Unranked,8.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Male,23,Student at college / university,High School,USA,Multiplayer,6,11,11.0,USA
0,0,0,0,0,1,0,6,6,6,6,7,Other,PC,6.0,I play for fun,having fun,Unranked,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,25,Employed,Bachelor,USA,Singleplayer,1,31,15.0,USA
0,0,0,0,0,0,0,5,5,5,4,5,Other,PC,10.0,I play for fun,having fun,Unranked,10.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,3.0,3.0,0.0,1.0,4.0,0.0,2.0,2.0,Male,20,Student at college / university,High School,Finland,Multiplayer,0,24,32.0,FIN
1,0,1,0,0,0,0,1,1,5,3,1,League of Legends,PC,28.0,I play for fun,having fun,Platinum,8.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,1.0,0.0,4.0,2.0,2.0,2.0,3.0,Male,19,Unemployed / between jobs,None,Canada,Multiplayer,2,11,35.0,CAN
0,0,0,1,0,0,0,6,7,5,5,6,League of Legends,PC,5.0,I play for fun,improving,Silver,10.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,Male,36,Employed,Masters,USA,Multiplayer,1,29,17.0,USA
3,2,1,1,0,2,0,2,6,5,1,7,League of Legends,PC,10.0,I play for fun,winning,Platinum,0.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,Male,20,Unemployed / between jobs,High School,USA,Singleplayer,9,21,28.0,USA
3,1,3,3,1,2,2,1,2,1,1,1,Counter Strike,PC,7.0,I play for fun,having fun,Gold,17.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,Male,23,Unemployed / between jobs,Bachelor,Portugal,Multiplayer,15,6,38.0,PRT
0,0,1,0,0,1,0,3,3,6,6,6,League of Legends,PC,15.0,I play for fun,improving,Platinum,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,Netherlands,Multiplayer,2,24,10.0,NLD
0,0,0,1,0,0,0,3,4,4,3,2,League of Legends,PC,25.0,I play for fun,improving,Platinum,10.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,26,Unemployed / between jobs,Bachelor,USA,Multiplayer,1,16,22.0,USA
1,1,1,1,1,1,1,5,5,5,3,2,League of Legends,PC,15.0,I play for fun,winning,Unranked,9.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,Male,18,Student at school,None,Germany,Multiplayer,7,20,22.0,DEU
2,1,2,3,3,3,1,5,6,6,6,1,League of Legends,PC,20.0,I play for fun,improving,Gold,20.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,Male,18,Student at school,High School,UK,Multiplayer,15,24,11.0,GBR
1,0,0,0,0,0,0,5,6,2,1,2,League of Legends,PC,18.0,I play for fun,improving,Unranked,12.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,Hong Kong,Multiplayer,1,16,9.0,USA
0,1,1,0,0,1,1,3,2,5,1,3,League of Legends,PC,18.0,I play for fun,having fun,Unranked,25.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,21,Student at college / university,High School,Slovakia,Multiplayer,4,14,21.0,DNK
2,2,2,0,0,0,0,1,6,1,3,1,League of Legends,PC,15.0,I play for fun,having fun,Silver,5.0,4.0,0.0,1.0,3.0,3.0,2.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,1.0,Male,19,Student at college / university,High School,USA,Multiplayer,6,12,31.0,USA
2,1,2,2,2,2,1,3,4,2,2,1,League of Legends,PC,10.0,I play for fun,having fun,Gold,5.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,Male,20,Employed,High School,UK,Multiplayer,12,12,28.0,GBR
1,0,1,0,0,0,0,5,6,5,5,6,League of Legends,PC,20.0,I play for fun,having fun,Platinum,40.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,23,Student at college / university,Bachelor,Germany,Multiplayer,2,27,5.0,DEU
1,0,1,0,0,0,1,5,5,5,5,5,League of Legends,PC,30.0,I play for fun,improving,Platinum,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,Bachelor,Netherlands,Multiplayer,3,25,7.0,NLD
1,1,2,3,1,0,2,4,5,4,5,2,League of Legends,PC,20.0,I play for fun,Other,Gold,23.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,Male,18,Student at college / university,High School,USA,Multiplayer,10,20,30.0,USA
1,1,2,1,0,1,1,2,3,2,2,1,League of Legends,PC,22.0,I play for fun,relaxing,Gold,10.0,2.0,3.0,3.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,2.0,4.0,0.0,3.0,3.0,4.0,2.0,1.0,Male,19,Student at college / university,High School,USA,Multiplayer,7,10,46.0,USA
1,2,1,1,1,3,0,3,5,4,4,2,League of Legends,PC,12.0,I play for fun,having fun,Platinum,4.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,19,Student at college / university,High School,Poland,Singleplayer,9,18,21.0,POL
2,3,2,0,0,1,2,5,5,4,2,5,Heroes of the Storm,PC,6.0,I play for fun,winning,Unranked,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,Male,21,Student at college / university,Bachelor,Belgium,Multiplayer,10,21,19.0,BEL
0,0,1,1,0,2,0,3,6,6,3,2,League of Legends,PC,40.0,To earn,Other,Unranked,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Male,18,Student at school,None,Lithuania,Multiplayer,4,20,20.0,LTU
1,0,0,1,0,1,0,1,7,1,1,1,League of Legends,PC,20.0,I play for fun,having fun,Gold,10.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,26,Unemployed / between jobs,High School,Australia,Multiplayer,3,11,10.0,AUS
2,1,2,2,1,1,0,3,3,3,2,1,League of Legends,PC,16.0,I play for fun,having fun,Silver,10.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,25,Student at college / university,High School,Unknown,Multiplayer,9,12,12.0,NOR
1,1,0,0,1,0,0,5,6,6,4,3,Counter Strike,PC,20.0,I play for fun,having fun,Gold,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Employed,High School,Germany,Multiplayer,3,24,4.0,DEU
1,0,0,0,1,1,0,6,5,6,3,2,League of Legends,PC,24.0,I play for fun,having fun,Unranked,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,18,Student at school,High School,South Korea,Multiplayer,3,22,9.0,USA
0,0,0,0,0,2,0,1,1,1,1,1,Counter Strike,PC,50.0,I play for fun,improving,Gold,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,Male,18,Student at school,High School,USA,Multiplayer,2,5,2.0,USA
1,1,2,3,2,3,0,2,2,2,2,1,League of Legends,PC,14.0,I play for fun,winning,Silver,20.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,Male,21,Unemployed / between jobs,Bachelor,Canada,Multiplayer,12,9,40.0,CAN
1,1,2,0,0,0,1,3,6,6,2,6,Other,PC,18.0,I play for fun,having fun,Silver,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,18,Employed,High School,Germany,Multiplayer,5,23,7.0,DEU
1,1,1,1,1,0,0,5,6,5,5,6,League of Legends,PC,10.0,I play for fun,improving,Gold,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at school,High School,USA,Multiplayer,5,27,8.0,USA
1,0,0,0,0,0,0,2,6,5,5,5,League of Legends,PC,10.0,I play for fun,winning,Gold,25.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,26,Unemployed / between jobs,Bachelor,USA,Multiplayer,1,23,7.0,USA
1,1,1,1,1,0,0,4,2,2,1,1,League of Legends,PC,24.0,I play for fun,having fun,Silver,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,Male,26,Student at college / university,High School,Malaysia,Multiplayer,5,10,16.0,MYS
0,0,0,1,0,2,0,5,6,6,4,3,League of Legends,PC,25.0,I play for fun,having fun,Gold,6.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,Male,18,Student at school,None,Netherlands,Multiplayer,3,24,24.0,NLD
0,0,0,0,0,1,0,3,5,5,6,4,League of Legends,PC,15.0,I play for fun,having fun,Unranked,21.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,Male,22,Student at school,Bachelor,USA,Multiplayer,1,23,21.0,USA
0,0,0,0,0,0,0,2,4,5,5,1,League of Legends,PC,16.0,I play for fun,having fun,Unranked,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,Male,23,Student at college / university,Bachelor,Canada,Multiplayer,0,17,15.0,CAN
1,0,0,0,0,1,0,6,6,6,6,5,Counter Strike,PC,15.0,I play for fun,winning,Gold,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,High School,Portugal,Multiplayer,2,29,5.0,PRT
1,3,2,3,0,1,2,2,5,3,3,1,League of Legends,PC,16.0,I play for fun,improving,Silver,6.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,Male,20,Unemployed / between jobs,High School,USA,Multiplayer,12,14,52.0,USA
1,0,0,0,0,0,0,3,5,6,6,3,Starcraft 2,PC,8.0,I play for fun,having fun,Platinum,5.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,19,Student at college / university,High School,UK,Multiplayer,1,23,27.0,GBR
1,2,2,1,0,0,0,2,5,3,5,3,League of Legends,PC,10.0,I play for fun,having fun,Gold,25.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,Male,21,Unemployed / between jobs,Masters,France,Multiplayer,6,18,43.0,FRA
2,2,2,3,2,3,2,1,5,1,1,1,League of Legends,PC,25.0,I play for fun,winning,Silver,35.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,Male,18,Employed,High School,USA,Multiplayer,16,9,60.0,USA
1,0,0,1,0,1,0,2,6,6,2,2,League of Legends,PC,24.0,I play for fun,winning,Silver,20.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Male,23,Employed,High School,Russia,Multiplayer,3,18,18.0,RUS
3,3,3,3,2,2,3,2,2,1,4,2,League of Legends,PC,40.0,I want to make a living out of it. ,winning,Gold,15.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,Male,24,Unemployed / between jobs,High School,USA,Multiplayer,19,11,35.0,USA
0,1,1,0,0,2,0,3,2,4,5,1,League of Legends,PC,20.0,I play for fun,improving,Unranked,8.0,0.0,4.0,2.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,4.0,2.0,Male,19,Student at college / university,Bachelor,Netherlands,Multiplayer,4,15,27.0,USA
0,0,0,0,0,0,0,6,6,6,6,5,League of Legends,PC,30.0,I play for fun,improving,Platinum,10.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,Male,18,Student at college / university,High School,Slovakia,Multiplayer,0,29,16.0,SVK
1,1,1,2,0,1,1,5,5,5,3,7,League of Legends,PC,15.0,I play for fun,having fun,Unranked,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,21,Student at college / university,High School,USA,Multiplayer,7,25,9.0,USA
1,1,0,1,1,0,1,2,6,4,3,2,Starcraft 2,PC,8.0,I play for fun,improving,Unranked,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,19,Student at school,High School,Denmark,Multiplayer,5,17,10.0,DNK
3,3,3,3,3,3,3,2,2,2,3,6,League of Legends,PC,20.0,I play for fun,Other,Gold,20.0,0.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,0.0,4.0,1.0,Male,22,Unemployed / between jobs,High School,USA,Multiplayer,21,15,45.0,USA
1,0,0,0,0,0,0,5,5,6,4,4,League of Legends,PC,15.0,I play for fun,having fun,Platinum,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,Male,21,Student at college / university,High School,Germany,Multiplayer,1,24,14.0,DEU
2,3,3,1,1,0,3,6,7,6,5,2,League of Legends,PC,10.0,I play for fun,having fun,Unranked,7.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,Male,19,Student at college / university,High School,Germany,Multiplayer,13,26,22.0,DEU
1,0,1,0,0,0,0,5,4,6,5,3,League of Legends,PC,20.0,I play for fun,having fun,Platinum,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,2.0,Male,21,Student at college / university,High School,Belgium,Multiplayer,2,23,19.0,BEL
3,0,0,2,0,3,0,1,3,1,1,1,League of Legends,PC,5.0,Not even having fun.,improving,Platinum,20.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,Male,20,Unemployed / between jobs,High School,Israel,Multiplayer,8,7,32.0,ISR
0,0,1,0,0,0,0,5,6,7,6,6,League of Legends,PC,18.0,I play for fun,improving,Gold,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,24,Employed,Bachelor,USA,Multiplayer,1,30,0.0,USA
0,0,1,0,0,1,0,2,3,6,3,1,League of Legends,PC,10.0,I play for fun,having fun,Platinum,15.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Male,25,Student at college / university,Bachelor,Netherlands,Multiplayer,2,15,13.0,NLD
0,0,0,0,0,0,1,5,6,6,3,5,Other,PC,20.0,mental health,improving,Gold,1.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0,2.0,Male,20,Student at college / university,High School,USA,Singleplayer,1,25,40.0,USA
2,0,0,2,2,3,2,5,5,5,7,7,League of Legends,PC,40.0,I play for fun,improving,Gold,15.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,Male,18,Student at college / university,High School,USA,Multiplayer,11,29,22.0,USA
2,0,1,1,1,1,2,5,5,6,3,3,League of Legends,PC,21.0,I play for fun,having fun,Unranked,14.0,2.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,2.0,3.0,Male,18,Student at college / university,High School,Singapore,Multiplayer,8,22,29.0,SGP
1,0,1,1,0,1,0,5,4,5,5,6,League of Legends,PC,30.0,I play for fun,having fun,Silver,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Male,21,Student at college / university,High School,Russia,Multiplayer,4,25,8.0,DEU
1,0,1,0,0,0,0,2,1,4,5,1,League of Legends,PC,30.0,I play for fun,improving,Unranked,21.0,2.0,4.0,1.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,Male,20,Student at college / university,High School,Germany,Multiplayer,2,13,34.0,DEU
2,0,2,1,0,3,0,6,6,5,6,3,League of Legends,PC,20.0,I play for fun,improving,Platinum,10.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,4.0,Male,18,Student at college / university,High School,Sweden,Multiplayer,8,26,31.0,SWE
1,1,1,1,0,1,1,2,2,2,2,1,Starcraft 2,PC,15.0,I play for fun,improving,Unranked,10.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,Male,23,Student at college / university,High School,USA,Multiplayer,6,9,17.0,USA
1,0,1,1,0,1,1,2,2,2,2,2,League of Legends,PC,35.0,I play for fun,having fun,Unranked,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,Male,32,Unemployed / between jobs,Bachelor,France,Multiplayer,5,10,43.0,FRA
1,0,0,1,0,1,0,2,2,3,2,2,League of Legends,PC,20.0,I play for fun,winning,Gold,15.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,Male,25,Student at school,High School,South Korea,Multiplayer,3,11,42.0,USA
1,0,1,0,1,0,0,7,7,7,7,7,League of Legends,PC,20.0,I play for fun,having fun,Gold,5.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,3,35,15.0,USA
1,0,2,1,0,1,0,4,5,6,6,2,League of Legends,PC,25.0,I play for fun,improving,Platinum,15.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,Male,18,Student at college / university,Bachelor,France,Multiplayer,5,23,40.0,FRA
2,2,2,3,0,1,0,1,1,1,4,4,Other,PC,30.0,I play for fun,having fun,Gold,6.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,Male,18,Student at school,High School,UK,Multiplayer,10,11,19.0,GBR
0,0,1,1,0,1,0,4,6,3,3,1,Other,PC,25.0,I play for fun,improving,Gold,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,3.0,4.0,1.0,4.0,1.0,Male,24,Employed,High School,Austria,Multiplayer,3,17,44.0,AUT
2,2,2,2,2,2,2,6,6,1,3,4,League of Legends,PC,20.0,I play for fun,improving,Platinum,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Employed,High School,Canada,Singleplayer,14,20,0.0,CAN
0,0,0,0,1,0,0,3,5,7,5,5,League of Legends,PC,14.0,I play for fun,having fun,Platinum,4.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,Male,30,Student at college / university,Masters,Netherlands,Multiplayer,1,25,21.0,NLD
1,3,3,3,1,1,0,3,2,4,2,1,League of Legends,PC,8.0,I play for fun,improving,Platinum,3.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,Male,20,Employed,None,USA,Multiplayer,12,12,22.0,USA
0,0,0,0,0,0,0,7,7,7,5,5,Other,PC,18.0,I play for fun,having fun,Unranked,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,Male,18,Student at school,High School,Netherlands,Multiplayer,0,31,18.0,NLD
1,0,0,0,1,0,0,6,7,6,4,5,League of Legends,PC,10.0,I play for fun,winning,Silver,25.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,Male,18,Student at school,None,USA,Multiplayer,2,28,11.0,USA
1,0,1,1,1,0,0,5,4,4,5,3,League of Legends,PC,18.0,I play for fun,having fun,Unranked,35.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,18,Student at school,High School,Canada,Multiplayer,4,21,7.0,CAN
2,2,1,0,0,3,0,5,6,2,2,2,Counter Strike,PC,12.0,I play for fun,improving,Unranked,8.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,4.0,0.0,2.0,4.0,Male,18,Student at college / university,None,Lithuania,Multiplayer,8,17,27.0,GBR
1,1,2,1,0,0,1,4,5,6,5,3,Other,PC,17.0,I play for fun,having fun,Unranked,4.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,Male,18,Student at school,None,Mauritius,Multiplayer,6,23,40.0,CAN
0,0,1,0,0,0,1,2,4,2,4,1,League of Legends,PC,20.0,I play for fun,improving,Gold,10.0,4.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,Male,19,Unemployed / between jobs,High School,Canada,Multiplayer,2,13,24.0,CAN
0,0,0,0,0,0,0,5,3,6,5,3,League of Legends,PC,14.0,I play for fun,winning,Unranked,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,Male,26,Employed,High School,USA,Multiplayer,0,22,24.0,USA
1,0,1,1,0,0,0,2,2,3,2,7,League of Legends,PC,40.0,I play for fun,having fun,Silver,10.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,Other,19,Student at college / university,High School,Norway,Singleplayer,3,16,27.0,NOR
